timestamp,elapsed_s,svm_proba,pose_score,fused_proba,label,fall_predicted,risk_slope,trunk_lean_deg,knee_asymmetry,head_drop_rate
02:34:29.832,0.0,0.0000,0.0000,0.0000,0,0,0.00000,0.0,0.0,0.0
02:34:30.034,0.2,0.0000,0.0000,0.0000,0,0,0.00000,0.0,0.0,0.0
02:34:30.234,0.4,0.0000,0.0000,0.0000,0,0,0.00000,0.0,0.0,0.0
02:34:30.435,0.6,0.0000,0.0000,0.0000,0,0,0.00000,0.0,0.0,0.0
02:34:30.635,0.8,0.0000,0.0000,0.0000,0,0,0.00000,0.0,0.0,0.0
02:34:30.836,1.0,0.0000,0.0000,0.0000,0,0,0.00000,0.0,0.0,0.0
02:34:31.037,1.2,0.0151,0.0000,0.0755,0,0,0.00809,0.0,0.0,0.0
02:34:31.237,1.41,0.0158,0.0000,0.0792,0,0,0.01109,0.0,0.0,0.0
02:34:31.440,1.61,0.0143,0.0142,0.0715,0,0,0.01337,-1.14,0.223,0.0
02:34:31.641,1.81,0.0140,0.0143,0.0701,0,0,0.01382,0.64,0.086,0.0012
02:34:31.841,2.01,0.0141,0.0134,0.0703,0,0,0.01262,1.72,0.248,0.0006
02:34:32.042,2.21,0.0126,0.0125,0.0628,0,0,0.00913,1.72,0.248,0.0005
02:34:32.243,2.41,0.0124,0.0113,0.0622,0,0,0.00409,-1.51,0.17,0.0002
02:34:32.444,2.61,0.0134,0.0243,0.0668,0,0,-0.00205,-1.16,0.563,0.0
02:34:32.644,2.81,0.0135,0.0205,0.0673,0,0,-0.00164,-0.45,0.565,0.0
02:34:32.844,3.01,0.0135,0.0172,0.0677,0,0,-0.00062,-1.33,0.174,0.0
02:34:33.046,3.21,0.0145,0.0131,0.0725,0,0,0.00026,-0.79,0.282,0.0
02:34:33.247,3.41,0.0152,0.0120,0.0758,0,0,0.00124,-0.01,0.08,0.0003
02:34:33.448,3.62,0.0143,0.0141,0.0713,0,0,0.00173,-0.01,0.08,0.0006
02:34:33.648,3.82,0.0118,0.0222,0.0118,0,0,-0.00357,-0.54,0.257,0.0005
02:34:33.849,4.02,0.0110,0.0220,0.0110,0,0,-0.00778,-0.54,0.257,0.0005
02:34:34.049,4.22,0.0109,0.0206,0.0109,0,0,-0.01029,-0.54,0.257,0.0003
02:34:34.249,4.42,0.0116,0.0211,0.0116,0,0,-0.01137,-0.54,0.257,0.0003
02:34:34.452,4.62,0.0134,0.0212,0.0671,0,0,-0.00644,-2.82,0.476,0.0
02:34:34.653,4.82,0.0118,0.0212,0.0118,0,0,-0.00559,-2.82,0.476,0.0
02:34:34.854,5.02,0.0122,0.0339,0.0609,0,0,0.00115,-2.72,0.786,0.0
02:34:35.054,5.22,0.0120,0.0000,0.0601,0,0,0.00768,0.0,0.0,0.0
02:34:35.256,5.42,0.0113,0.0371,0.0113,0,0,0.00406,-3.06,1.226,0.0
02:34:35.456,5.62,0.0109,0.0000,0.0109,0,0,0.00032,0.0,0.0,0.0
02:34:35.659,5.83,0.0110,0.1460,0.0109,0,0,0.00032,-2.48,0.236,0.0197
02:34:35.861,6.03,0.0106,0.0812,0.0718,0,0,0.00165,-3.68,0.176,0.0103
02:34:36.062,6.23,0.0121,0.5364,0.2746,1,0,0.02121,21.98,0.949,0.027
02:34:36.264,6.43,0.0127,0.0435,0.2746,1,0,0.02121,-4.86,0.951,0.0
02:34:36.464,6.63,0.0129,0.0309,0.2746,1,0,0.02121,-2.33,0.713,0.0
02:34:36.664,6.83,0.0134,0.0237,0.2746,1,0,0.02121,-3.82,0.544,0.0
02:34:36.865,7.03,0.0131,0.0186,0.0671,0,0,0.01512,-3.3,0.29,0.0007
02:34:37.065,7.23,0.0125,0.0186,0.0635,0,0,0.01268,-0.65,0.301,0.0007
02:34:37.266,7.43,0.0126,0.2231,0.0630,0,0,0.01004,6.94,2.944,0.0184
02:34:37.466,7.63,0.0127,0.1179,0.1473,0,0,0.00913,-0.75,0.747,0.013
02:34:37.667,7.83,0.0122,0.0154,0.0610,0,0,-0.00226,-1.15,0.345,0.0
02:34:37.867,8.04,0.0122,0.0172,0.0612,0,0,-0.00829,-1.01,0.486,0.0
02:34:38.068,8.24,0.0120,0.0084,0.0614,0,0,-0.01721,-0.96,0.09,0.0001
